_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
385,1687,Āria School,07-877 7857,07-877 7578,office@aria.school.nz,Pamela Voyce,http://www.aria.school.nz,Barclay Road ,"",Aria,Barclay Road RD 1,"",Aria,3979,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waitomo District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Te Tai Hauāuru,187200,Aria,Waitomo Rural Ward,99106,Waitomo Arotahi Kāhui Ako,-38.563158,174.985763,No,459,2025-04-01T00:00:00,49,31,24,0,1,1,1,0,2.04,All students taught in English,No,No,Open,1908-02-01T00:00:00
386,1691,Awakeri School,07-3049506,07-3049506,admin@awakeri.school.nz,Craig McDonald-Brown,https://www.awakeri.school.nz/,974 State Highway 30 ,"",Whakatane,974 State Highway 30 RD 2,"",Whakatane,3192,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,202300,Thornton-Awakeri,Rangitāiki General Ward,99016,Whakatane Community of Learning,-37.995011,176.897386,Yes,445,2025-04-01T00:00:00,311,242,90,5,21,8,0,0,1.09,All students taught in English,No,No,Open,1913-01-26T00:00:00
387,170,Waitara High School,06-7547514,06-7547199,office@waitarahs.school.nz,Daryl Warburton,http://waitarahs.school.nz,18 Princess Street ,"",Waitara,PO Box 188,"",Waitara,4346,Small urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218901,Waitara East,North General Ward,"","",-38.996615,174.245055,No,523,2025-04-01T00:00:00,451,270,270,14,2,1,1,0,1.00,All students taught in English,No,No,Open,1947-01-26T00:00:00
388,1707,Coroglen School,07-8663850,07-8663859,office@coroglen.school.nz,Karlos Bosson,http://www.coroglen.school.nz,10 Rangihau Road ,"",Whitianga,10 Rangihau Road RD 1,"",Whitianga,3591,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,167400,Mercury Bay South,Mercury Bay Ward,99155,Coromandel Community of Learning,-36.924372,175.698200,No,503,2025-04-01T00:00:00,16,14,8,0,1,0,0,0,1.94,All students taught in English,No,No,Open,1896-01-26T00:00:00
389,1715,Fairfield Intermediate,07-8559718,07-8558347,mail@fairfieldintermediate.school.nz,Angela Walters (Acting),http://www.fairfieldintermediate.school.nz,Clarkin Road ,Fairfield,Hamilton,PO Box 12026,Chartwell Square,Hamilton,3248,Major urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,177800,Porritt,East General Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.763347,175.285143,Yes,477,2025-04-01T00:00:00,917,451,298,107,139,74,1,3,0.12,All students taught in English,No,No,Open,1963-01-26T00:00:00
390,1723,Glen Massey School,07-8248423,07-8248473,office@glenmassey.school.nz,Rodney Montford,http://www.glenmassey.school.nz,897 Waingaro Road ,Glen Massey,Ngaruawahia,897 Waingaro Road RD 1,"",Ngaruawahia,3793,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,170901,Te Ākau,Western Districts General Ward,99156,Ngāruawāhia Community of Learning,-37.673206,175.075906,Yes,460,2025-04-01T00:00:00,112,89,42,1,2,3,0,0,0.65,All students taught in English,No,No,Open,1915-02-01T00:00:00
391,1724,Glenholme School,07-3481489,07-3486305,office@glenholme.school.nz,Sarah Thompson,http://www.glenholme.school.nz,149 Ranolf Street ,Glenholme,Rotorua,149 Ranolf Street,Glenholme,Rotorua,3010,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,200500,Glenholme North,Te Ipu Wai Auraki General Ward,99019,Rotorua Central Community of Learning,-38.149355,176.246129,Yes,492,2025-04-01T00:00:00,339,100,164,45,86,12,1,0,0.26,All students taught in English,No,No,Open,1948-08-01T00:00:00
392,1740,Hilltop School,07-3787583,07-3770355,info@hilltop.org.nz,Andrea Hunter,http://www.hilltop.org.nz,88 Rokino Road ,"",Taupo,88 Rokino Road,Hilltop,Taupo,3330,Medium urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,189101,Hilltop (Taupo District),Taupō General Ward,99020,Taupō Community of Schools,-38.700817,176.092077,Yes,421,2025-04-01T00:00:00,550,415,83,10,46,27,0,0,0.54,All students taught in English,No,No,Open,1964-02-01T00:00:00
393,1741,Hinuera School,07-8881772,07-8881998,office@hinuera.school.nz,Emma Williams (Acting),http://www.hinuera.school.nz,636 Hinuera Road ,"",Hinuera,636 Hinuera Road West RD 2,"",Matamata,3472,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Matamata-Piako District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,174801,Hinuera,Matamata General Ward,99104,Matamata Community of Learning,-37.880686,175.757810,Yes,434,2025-04-01T00:00:00,135,116,21,0,6,6,2,0,0.68,All students taught in English,No,No,Open,1892-07-05T00:00:00
394,1745,Horohoro School,07-3332611,07-3332644,office@horohoro.school.nz,Pirihira Brown,https://www.horohoro.school.nz/,69 Apirana Road ,Horohoro,Rotorua,69 Apirana Road RD 1,"",Rotorua,3077,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201600,Ngakuru,Rotorua Rural General Ward,"","",-38.239030,176.171969,No,540,2025-04-01T00:00:00,45,8,42,1,1,0,0,0,0.55,All students taught in English,No,No,Open,1930-06-02T00:00:00
395,1747,Horsham Downs School,07-8294700,07-8294913,admin@horshamdowns.school.nz,Stephen Dunsmore,http://www.horshamdowns.school.nz,4 Martin Lane ,"",Horsham Downs,4 Martin Lane RD 1,"",Hamilton,3281,Rural other,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,172700,Horsham Downs,Newcastle-Ngāruawāhia General Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.699827,175.248986,Yes,395,2025-04-01T00:00:00,373,203,51,7,145,26,0,0,0.35,All students taught in English,No,No,Open,1916-01-26T00:00:00
396,1755,James Street School,07-3086855,07-3070855,reception@jamesstreet.school.nz,Stephen Soutar,http://www.jamesstreet.school.nz,96 James Street ,"",Whakatane,PO Box 2115,Kopeopeo,Whakatane,3159,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,202600,Whakatāne West,Whakatāne-Ōhope General Ward,99016,Whakatane Community of Learning,-37.960770,176.971430,Yes,508,2025-04-01T00:00:00,246,87,160,11,19,1,0,0,1.13,All students taught in English,No,No,Open,1958-02-01T00:00:00
397,1763,Karangahake School,07-8628097,07-8626779,office@karangahake.school.nz,Terry Watton,http://www.karangahake.school.nz,School Road ,"",Karangahake,School Road RD 4,"",Paeroa,3674,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hauraki District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,169100,Paeroa Rural,Paeroa Ward,99070,Ohinemuri Community of Learning,-37.421807,175.723489,Yes,480,2025-04-01T00:00:00,59,50,16,6,3,0,0,0,1.03,All students taught in English,No,No,Open,1889-01-26T00:00:00
398,1764,Karapiro School,07-8277642,"",office@karapiro.school.nz,Alana Thompson,http://www.karapiro.school.nz,Tirau Road ,Karapiro,Cambridge,705 Tirau Road RD 4,"",Cambridge,3496,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,182500,Karapiro,Maungatautari General Ward,99034,Te Kāhui Ako o Te Oko Horoi,-37.915616,175.553610,No,488,2025-04-01T00:00:00,33,27,8,7,1,0,0,0,0.47,All students taught in English,No,No,Open,1858-11-17T00:00:00
399,1777,Kimihia School,07-8287495,07-8287695,office@kimihia.school.nz,Pamela Dunn,http://www.kimihia.school.nz,Tamihana Avenue ,"",Huntly,PO Box 36,"",Huntly,3740,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,171501,Huntly East,Huntly General Ward,99193,Tō Tātou Haerenga,-37.543187,175.171861,Yes,508,2025-04-01T00:00:00,334,154,202,76,29,9,3,0,0.53,All students taught in English,No,No,Open,1897-01-26T00:00:00
400,1785,Kuratau School,07-3865801,07-3865802,ksadmin@kuratau.school.nz,Shirley Bailey,http://www.kuratau.school.nz,2244 State Highway 41 ,Kuratau,Turangi,2244 State Highway 41 RD 1,"",Turangi,3381,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,187900,Lake Taupō Bays,Turangi-Tongariro General Ward,99020,Taupō Community of Schools,-38.881513,175.674338,Yes,476,2025-04-01T00:00:00,95,59,48,5,6,0,0,0,1.85,All students taught in English,No,No,Open,1958-04-03T00:00:00
401,1794,Maketu School,07-5332117,07-5332908,office@maketu.school.nz,Sonia Mau,http://www.maketuschool.com,8 School Road ,"",Maketu,8 School Road RD 9,"",Tauranga,3189,Small urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,192300,Maketū,Maketu-Te Puke Ward,99086,Te Puke Community of Learning,-37.761977,176.455943,No,535,2025-04-01T00:00:00,43,6,39,8,1,0,0,0,0.67,Some students taught in te reo Māori,No,No,Open,1894-02-27T00:00:00
402,1806,Te Kura Mana Māori o Maraenui,07-3252688,07-3252688,maraenui@kura.org.nz,Moringa Pirikahu,http://www.kura.org.nz,11 Maraenui Pa Road ,"",Opotiki,PO Box 446,"",Opotiki,3162,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Ōpōtiki District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,204200,Cape Runaway,Coast Ward,"","",-37.873301,177.583885,No,514,2025-04-01T00:00:00,33,6,32,2,0,0,0,0,2.77,All students taught in te reo Māori,No,No,Open,1927-11-07T00:00:00
403,1826,Mihi School,07-3338249,07-3338249,secretary@mihi.school.nz,Jenna Foley,http://www.mihi.school.nz,76 Springs Road ,"",Reporoa,76 Springs Road RD 2,"",Reporoa,3083,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201800,Golden Springs,Rotorua Rural General Ward,99133,Reporoa Community of Learning,-38.470969,176.296934,No,549,2025-04-01T00:00:00,15,5,10,0,5,0,0,0,1.00,All students taught in English,No,No,Open,1956-02-01T00:00:00
404,1832,Mokoia Intermediate,07-3459071,07-3459257,office@mokoia.school.nz,Rawiri Wihapi,http://www.mokoia.school.nz,29 Brent Road ,Owhata,Rotorua,PO Box 7025,Te Ngae,Rotorua,3042,Large urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201401,Ōwhata East,Te Ipu Wai Auraki General Ward,99017,Eastern Rotorua Kāhui Ako,-38.137383,176.297507,Yes,475,2025-04-01T00:00:00,319,201,143,21,27,12,4,0,0.40,Some students taught in te reo Māori,No,No,Open,1977-04-19T00:00:00
405,1836,Mountview School,07-3788488,07-3770671,info@mountview.school.nz,Anna Norris,http://www.mountview.school.nz,31 Rangatira Street ,"",Taupo,31 Rangatira Street,"",Taupo,3330,Medium urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,188900,Mountview,Taupō General Ward,99020,Taupō Community of Schools,-38.683174,176.092042,Yes,519,2025-04-01T00:00:00,343,125,237,35,18,9,1,0,0.54,Some students taught in te reo Māori,No,No,Open,1970-05-01T00:00:00
406,1842,Netherton School,07-8623847,07-8623914,principal@netherton.school.nz,Brook Hill,http://www.netherton.school.nz,7 School Road ,Netherton,Paeroa,7 School Road RD 1,"",Paeroa,3671,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hauraki District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,169100,Paeroa Rural,Paeroa Ward,99070,Ohinemuri Community of Learning,-37.340242,175.609845,Yes,463,2025-04-01T00:00:00,133,118,16,2,2,3,0,0,1.15,All students taught in English,No,Yes,Open,1890-10-21T00:00:00
407,1849,Ngaruawahia School,07-8248426,07-8245953,office@ngaruawahia.school.nz,Murray Borrows,http://ngaruawahia.school.nz,Galileo Street ,"",Ngaruawahia,PO Box 95,"",Ngaruawahia,3720,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,172100,Ngāruawāhia Central,Newcastle-Ngāruawāhia General Ward,99156,Ngāruawāhia Community of Learning,-37.670213,175.151009,No,556,2025-04-01T00:00:00,145,22,126,14,4,0,0,0,0.43,All students taught in English,No,No,Open,1869-11-15T00:00:00
408,1856,Ohinewai School,07-8288919,07-8288918,office@ohinewai.school.nz,Leah Boldero,http://www.ohinewai.school.nz,39 Ohinewai South Road ,Ohinewai,Huntly,39 Ohinewai South Road RD 1,"",Huntly,3771,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,171201,Huntly Rural,Huntly General Ward,99193,Tō Tātou Haerenga,-37.492892,175.157807,Yes,484,2025-04-01T00:00:00,115,95,39,3,3,2,0,0,0.67,All students taught in English,No,No,Open,1883-04-01T00:00:00
409,1870,Oropi School,07-5431479,"",office@oropi.school.nz,Andrew King,http://www.oropi.school.nz,Oropi Road ,Oropi,Tauranga,1334 Oropi Road RD 3,"",Tauranga,3173,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,191700,Waiorohi,Kaimai Ward,99085,Tauranga Peninsula Kāhui Ako,-37.839065,176.159142,Yes,436,2025-04-01T00:00:00,311,267,60,12,16,6,1,6,0.42,All students taught in English,No,No,Open,1858-11-17T00:00:00
410,1881,Owhata School,07-3456051,07-3453198,owhata@owhata.school.nz,Robert Stiles,http://www.owhata.school.nz,31 Brent Road ,Owhata,Rotorua,Brent Road,Owhata,Rotorua,3010,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201401,Ōwhata East,Te Ipu Wai Auraki General Ward,99017,Eastern Rotorua Kāhui Ako,-38.138107,176.298637,Yes,537,2025-04-01T00:00:00,243,69,205,19,7,3,4,0,0.41,Some students taught in te reo Māori,No,No,Open,1965-09-06T00:00:00
411,1886,Pārāwai School,07-8688117,07-8687603,administration@parawai.school.nz,Jordan Palfrey,http://www.parawai.school.nz,106 Lowe Avenue ,Parawai,Thames,106 Lowe Avenue,"",Thames,3500,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,167800,Thames South,Thames Ward,99087,Te Kāhui Ako o Te Kauaeranga (Thames Community of Learning),-37.155474,175.560611,No,467,2025-04-01T00:00:00,218,161,62,8,23,3,3,0,1.10,All students taught in English,No,No,Open,1967-01-26T00:00:00
412,1893,Pekapekarau School,07-8716025,"",principal@pekapekarau.school.nz,Tania Bagley ,http://www.pekapekarau.school.nz,742 Te Rahu Road ,"",Te Awamutu,PO Box 233,"",Te Awamutu,3840,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,184201,Pekerau,Te Awamutu-Kihikihi General Ward,"","",-38.003318,175.338816,Yes,495,2025-04-01T00:00:00,269,158,149,17,23,2,0,0,0.43,All students taught in English,No,No,Open,1958-02-01T00:00:00
413,1895,Piopio Primary School,07-8778103,07-8778903,office@ppp.school.nz,Sue Coyle,http://www.schoolground.co.nz/piopioprim,14 Aria Road ,"",Piopio,14 Aria Road,"",Piopio,3912,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waitomo District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Te Tai Hauāuru,187200,Aria,Waitomo Rural Ward,99106,Waitomo Arotahi Kāhui Ako,-38.471550,175.014754,No,460,2025-04-01T00:00:00,130,103,45,8,10,0,0,0,1.79,All students taught in English,No,No,Open,1974-01-26T00:00:00
414,1904,Pukehina School,07-5333869,07-2811093,office@pukehina.school.nz,Indra Thomas,http://pukehina.school.nz,1762 Old Coach Road ,"",Pukehina,1762 Old Coach Road RD 6,"",Te Puke,3186,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,192500,Pongakawa,Maketu-Te Puke Ward,99086,Te Puke Community of Learning,-37.846067,176.542846,No,545,2025-04-01T00:00:00,20,6,17,1,0,0,0,0,0.83,All students taught in English,No,No,Open,1914-04-08T00:00:00
415,191,Longburn Adventist College,06-3541059,06-3551350,reception@lac.school.nz,Rosalind Burnett,http://www.lac.school.nz,100 Walkers Road ,Longburn,Palmerston North,PO Box 14001,Longburn,Palmerston North,4866,Rural other,Secondary (Year 7-15),"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,228800,Newbury,Te Hirawanui General Ward,99164,Lower North Island Christian Community of Learning,-40.388364,175.558142,No,481,2025-04-01T00:00:00,224,125,39,59,44,12,0,14,0.18,All students taught in English,Yes,No,Open,1908-01-26T00:00:00
416,1916,Pyes Pa Road School,07-5430064,"",administration@pyespa.school.nz,Blake Carlin,http://www.pyespa.school.nz,978 Pyes Pa Road ,"",Pyes Pa,978 Pyes Pa Road RD 3,"",Tauranga,3173,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,191700,Waiorohi,Kaimai Ward,99085,Tauranga Peninsula Kāhui Ako,-37.819257,176.125864,Yes,442,2025-04-01T00:00:00,231,200,37,12,7,10,1,0,0.32,All students taught in English,No,Yes,Open,1935-01-26T00:00:00
417,1939,Selwyn School,07-3484687,07-3489326,admin@selwynschool.school.nz,Peter Barker,http://www.selwynschool.school.nz,Old Quarry Road ,"",Rotorua,PO Box 10063,Rotorua Mail Centre,Rotorua,3046,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,198500,Selwyn Heights,Te Ipu Wai Auraki General Ward,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,-38.116472,176.225507,No,543,2025-04-01T00:00:00,329,95,282,39,16,5,1,0,0.32,Some students taught in te reo Māori,No,No,Open,1965-02-02T00:00:00
418,1962,St Patrick's Catholic School (Te Awamutu),07-8714669,07-8714818,office@stpatta.co.nz,Aimee McMillian,http://www.stpatta.co.nz,625 Alexandra Street ,"",Te Awamutu,PO Box 300,"",Te Awamutu,3840,Medium urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,183600,Goodfellow Park,Te Awamutu-Kihikihi General Ward,99103,Waikato Catholic Kāhui Ako,-38.008559,175.319307,No,427,2025-04-01T00:00:00,243,174,31,12,49,7,0,0,0.40,All students taught in English,No,No,Open,1921-07-04T00:00:00
419,197,Feilding High School,06-3234029,06-3239359,principals.pa@feildinghigh.school.nz,Nathan Stewart,http://www.feildinghigh.school.nz,Churcher Street ,"",Feilding,1 Churcher Street,"",Feilding,4702,Medium urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,228100,Kimbolton North,Feilding General Ward,99134,Te Kāhui Ako o Kawakawa,-40.214241,175.573639,Yes,471,2025-04-01T00:00:00,1704,1426,464,93,52,15,4,4,0.31,All students taught in English,Yes,No,Open,1921-03-15T00:00:00
420,198,Awatapu College,06-3564817,06-3564819,pa@awatapu.school.nz,Gary Yeatman,http://www.awatapu.school.nz,434 Botanical Road ,West End,Palmerston North,434 Botanical Road,West End,Palmerston North,4412,Large urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,231300,Awapuni South,Te Hirawanui General Ward,99165,Te Oro Karaka Tahi Kāhui Ako,-40.372424,175.600207,Yes,489,2025-04-01T00:00:00,896,583,285,68,125,33,12,34,0.08,All students taught in English,No,No,Open,1976-12-01T00:00:00
421,1982,Tarrangower School,07-8958960,07-8958960,office@tarrangower.school.nz,Rawinia Peters,http://www.tarrangower.school.nz,25 Manson Street ,"",Taumarunui,25 Manson Street,"",Taumarunui,3920,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Ruapehu District,Manawatū-Whanganui Region,Hamilton Office,Waikato,Rangitīkei,Te Tai Hauāuru,222500,Taumarunui North,Ruapehu General Ward,99201,Taumarunui Kāhui Ako,-38.867918,175.251910,No,549,2025-04-01T00:00:00,50,5,44,3,1,0,0,0,2.54,All students taught in English,No,No,Open,1858-11-17T00:00:00
422,1983,Tatuanui School,07-8895578,07-8895581,tatuanui@tatuanui.school.nz,Brendon Fiebig,http://www.tatuanui.school.nz,State Highway 27 ,"",Tatuanui,4513 State Highway 27 RD 4,"",Morrinsville,3374,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Matamata-Piako District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,173700,Tatuanui,Morrinsville General Ward,99131,Morrinsville Kāhui Ako,-37.621803,175.597466,Yes,429,2025-04-01T00:00:00,125,100,7,1,25,1,1,0,0.57,All students taught in English,No,No,Open,1919-01-28T00:00:00
423,1984,Tauhara School,07-3787755,07-3770174,admin@tauharaprimary.school.nz,Tracy Fraser,https://tauharaprimary.school.nz/,90 Crown Road ,Tauhara,Taupo,90 Crown Road,Tauhara,Taupo,3330,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Taupo District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Taupō,Waiariki,189101,Hilltop (Taupo District),Taupō General Ward,99020,Taupō Community of Schools,-38.691376,176.100389,Yes,519,2025-04-01T00:00:00,235,97,179,14,17,3,2,0,0.54,Some students taught in te reo Māori,No,No,Open,1959-01-26T00:00:00
424,1985,Tauhei Combined School,07-8876844,07-8876848,office@tauhei.school.nz,Gareth Haman,http://www.tauhei.co.nz/,860 Tauhei Road ,"",Tauhei,860 Tauhei Road RD 5,"",Morrinsville,3375,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Matamata-Piako District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,173500,Tahuna-Mangateparu,Morrinsville General Ward,99131,Morrinsville Kāhui Ako,-37.602195,175.429338,No,458,2025-04-01T00:00:00,54,46,16,1,3,0,1,0,0.52,All students taught in English,No,No,Open,1909-01-26T00:00:00
425,1987,Taupiri School,07-8246713,07-8246535,office@taupiri.school.nz,Judith Gribble,http://www.taupiri.school.nz,Greenlane Road ,"",Taupiri,Greenlane Road,"",Taupiri,3721,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,171901,Taupiri-Lake Kainui,Newcastle-Ngāruawāhia General Ward,"","",-37.613665,175.187846,Yes,506,2025-04-01T00:00:00,107,69,44,7,13,0,1,0,0.44,All students taught in English,No,No,Open,1878-01-26T00:00:00
